"experiment","site","plot","date","n2o.e.gmd","co2.e.gmd","ch4.e.gmd"
"atat","r100","1101","2023-05-16",-0.000954806395308413,0.528815849709223,-0.00204601370423231
"atat","r100","1101","2023-05-31",0.00150037945133346,0.409810724812123,-0.00571911908901586
"atat","v08","1101","2023-06-14",2.36868025589655e-05,0.490260415821974,0.00011359997145631
"atat","r100","1101","2023-06-27",0.000344372176028314,0.717744114248488,-0.0041946084598939
"atat","r100","1101","2023-07-10",0.0014587065027795,0.234113389334992,-0.00208386643254216
"atat","r100","1101","2023-07-24",0.000429457722925583,1.07006549295626,0.0023773552519095
"atat","r100","1101","2023-08-07",0.00244449338120613,1.73486060113953,-0.00414365082741769
"atat","r100","1101","2023-08-21",-0.00284582811543402,0.614771842885391,0.00312728364333405
"atat","r100","1102","2023-05-16",-0.00117514633268726,0.77853444540526,-0.00070823551300348
"atat","r100","1102","2023-05-31",-0.000275838121566089,1.05751644371941,-0.000253468282704814
"atat","v08","1102","2023-06-14",-0.00200293570353263,0.546382839047035,-0.00410883378884901
"atat","r100","1102","2023-06-27",-0.00220381562763357,1.000674258529,0.000622901437258293
"atat","r100","1102","2023-07-10",0.000664595066865296,0.903759753757513,0.00611513550823552
"atat","r100","1102","2023-07-24",-0.00223536756163388,1.13537042651384,4.16076658408067e-05
"atat","r100","1102","2023-08-07",0.000463554490049241,1.19268943457473,-0.00232910630085873
"atat","r100","1102","2023-08-21",0.000159036008145557,0.556673245758012,0.00322529443340936
"atat","r100","1103","2022-09-02",0.00283696243967305,16.4285915824702,0.0026843243863325
"atat","r100","1103","2022-09-08",-0.002580565176576,1.61788625254835,-0.000862802946575622
"atat","r100","1103","2022-09-15",0.000348206011013422,6.45115929620901,0.00237611231664235
"atat","r100","1103","2022-09-27",0.00198227586509884,1.37849524217009,-0.00213823515868812
"atat","r100","1103","2022-10-11",-0.00183588075122428,3.06663582580581,-0.00134215384360048
"atat","r100","1103","2022-10-27",-0.00708093716470217,-0.415672771631939,-0.00159968917902052
"atat","r100","1103","2023-05-16",0.000221062008286197,0.757137378380272,0.000947408606940884
"atat","r100","1103","2023-05-31",-0.00287758806743555,1.19318324575508,0.00384328951864192
"atat","v08","1103","2023-06-14",0.00110206261222901,2.22219182465852,0.00131628087174886
"atat","r100","1103","2023-06-27",-0.00563462383197999,3.23102579797098,-0.00440198662180019
"atat","r100","1103","2023-07-10",0.000198732602205211,1.25020873387293,0.00294227488979175
"atat","r100","1103","2023-07-24",0.00424219111271602,1.91642563832505,0.00106341808509589
"atat","r100","1103","2023-08-07",-0.00121070067687287,1.22320850260246,0.00116834463065213
"atat","r100","1103","2023-08-21",0.000128113164794547,0.88764121321938,0.005333690942467
"atat","r100","1104","2023-05-16",0.00397911614915178,3.09486811600694,-0.00126321147592126
"atat","r100","1104","2023-05-31",-0.000669141379361701,0.94654631320398,-0.00204261599506933
"atat","v08","1104","2023-06-14",0.00230185612397875,3.93671771754484,-0.000543745541097379
"atat","r100","1104","2023-06-28",-0.00558168548748378,1.74289053466791,0.00198025738676103
"atat","r100","1104","2023-07-10",-0.00117811533904426,0.86818038061875,-0.00124284695107966
"atat","r100","1104","2023-07-24",0.00174684605888412,2.04218910389131,0.000154360476484483
"atat","r100","1104","2023-08-07",0.00315142065246216,0.892718991254271,0.00316229135726313
"atat","r100","1104","2023-08-21",-0.000403956551861247,1.70212601625167,0.00173124236511953
"atat","r100","1105","2022-09-27",0.00306886964680502,0.553565397706727,-0.00467283606208617
"atat","r100","1105","2022-10-11",0.000229422004330697,2.86907926191088,0.000696142072941511
"atat","r100","1105","2022-10-27",-5.67533836686337e-05,0.983725316922951,-0.00502672826779323
"atat","r100","1105","2023-05-16",0.00364126555815848,1.59374101325534,-0.00434352203306458
"atat","r100","1105","2023-05-31",-0.00145362007000727,0.42379706304218,-0.0025801232086124
"atat","v08","1105","2023-06-14",1.92052217777086e-05,0.712287784168185,0.000474481949802735
"atat","r100","1105","2023-06-27",0.00228773508561699,2.05530120091832,-0.00698086020411133
"atat","r100","1105","2023-07-10",0.00104891677859182,1.30771667397158,0.00149821802877854
"atat","r100","1105","2023-07-24",0.000397465204410453,2.30168486554062,-0.000387141432867393
"atat","r100","1105","2023-08-07",-0.00130505394783657,1.20191349085182,0.000357373680668167
"atat","r100","1105","2023-08-21",-0.00167638689617045,2.50352724384131,-0.00110531004143111
"atat","r100","1106","2022-09-02",0.00137220938900206,4.33358559742951,0.00325833503566127
"atat","r100","1106","2022-09-08",-0.000447738639292848,5.1148295560983,0.00287446665157013
"atat","r100","1106","2022-09-15",4.39625632196298e-05,4.52402450364846,-0.000950050865528178
"atat","r100","1106","2022-09-27",-0.000616890051597365,2.51083458314325,0.00112855365516101
"atat","r100","1106","2022-10-11",-5.50089676809219e-05,2.1794342399744,-0.000225635647988375
"atat","r100","1106","2022-10-27",0.00232688873041392,-0.104047870059183,-0.0019458302972103
"atat","r100","1106","2023-05-16",-0.00190287351373936,0.765550979080913,-0.000180434337909007
"atat","r100","1106","2023-05-31",0.00111394404334011,1.5354232006823,-0.00470076506684082
"atat","v08","1106","2023-06-14",0.00122915609892031,1.7685907188199,0.00259869003328336
"atat","r100","1106","2023-06-27",0.000645162964670688,4.27584838775627,-0.0034064786951342
"atat","r100","1106","2023-07-10",-0.000458115694928159,1.38362735674006,-0.0039473547281167
"atat","r100","1106","2023-07-24",-0.00213873246164959,1.62761165301806,-0.000932135213309779
"atat","r100","1106","2023-08-07",0.00267116593345837,2.49800069363418,0.00276327510357763
"atat","r100","1106","2023-08-21",0.000553338081958249,1.0000601862003,-0.00330167208795489
"atat","r100","1107","2022-09-27",-0.000233865780754852,2.31422773386305,-0.00378289080681027
"atat","r100","1107","2022-10-11",-0.00146010977983849,3.22333095701048,0.00570314127387176
"atat","r100","1107","2022-10-27",0.00698066619124187,1.56828516870986,-0.00178367777244281
"atat","r100","1107","2023-05-16",0.00113597192772427,1.36781409127725,0.00288924251710747
"atat","r100","1107","2023-05-31",0.00182424879194484,2.37334767832025,-0.00367455828091753
"atat","v08","1107","2023-06-14",-0.00146415045479489,1.25001845078112,0.0029021553657541
"atat","r100","1107","2023-06-27",0.00267116593345835,2.16824986460726,0.00355278227602834
"atat","r100","1107","2023-07-10",0.00137264105137018,1.66913151846614,0.000470619789041196
"atat","r100","1107","2023-07-24",0.000250555485029289,1.61853148886084,-0.0022208327082143
"atat","r100","1107","2023-08-07",-0.00123832095252126,1.68005036692805,-0.00300999122787686
"atat","r100","1107","2023-08-21",-0.000426497512797945,1.78387220570268,-0.0015894317247129
"atat","r100","1108","2023-05-16",0.00368373882234275,0.556281771656782,0.00143522291779585
"atat","r100","1108","2023-05-31",0.000384339494383659,1.36715048716471,0.00462776125890525
"atat","v08","1108","2023-06-14",-0.00807913103722482,-0.106497636399821,0.00582326977358408
"atat","r100","1108","2023-06-27",0.0070787600718751,1.92216983674938,0.00483182802369688
"atat","r100","1108","2023-07-10",-0.00128531630137668,1.70212601625163,-0.00314771339112656
"atat","r100","1108","2023-07-24",-0.000439245136438503,0.561867737027538,-0.00447088799589162
"atat","r100","1108","2023-08-07",0.00233646463532786,1.0124680086421,0.00472855938102066
"atat","r100","1109","2023-05-16",0.000230746802315606,-0.105137264814493,-0.00252805304362993
"atat","r100","1109","2023-05-31",0.0023379118998744,2.19272878950662,0.00478793291281708
"atat","v08","1109","2023-06-14",0.00498164186594538,1.71512332211141,-0.00138461621192496
"atat","r100","1109","2023-06-27",0.00608222539990107,2.43289015996042,-0.00111260220729903
"atat","r100","1109","2023-07-10",0.00148428862627054,3.02157750196595,0.00169212555660471
"atat","r100","1109","2023-07-24",-0.000629982508791325,2.51029847163911,0.00295793281477957
"atat","r100","1109","2023-08-07",-0.000951876622716465,0.714312029050606,0.00151958446015227
"atat","r100","1109","2023-08-21",-0.00116174455820589,1.86052820931079,0.00509515123651408
"atat","r100","1110","2022-09-27",0.00461931427077856,0.625964219550393,0.00379780356956135
"atat","r100","1110","2022-10-11",-0.00193795248336219,1.76013190497736,0.0023368039315259
"atat","r100","1110","2022-10-27",-0.000908054138698139,0.162693033183391,0.0055942621044795
"atat","r100","1110","2023-05-16",-0.00147186446080407,-1.62505580185417,-0.000970851202188685
"atat","r100","1110","2023-05-31",0.00314200838699416,0.802136258797291,0.00601998245575351
"atat","v08","1110","2023-06-14",-0.000207895908824446,1.48523624695361,0.00804621875374408
"atat","r100","1110","2023-06-27",0.00431630003426019,4.47630081139225,-0.000717611458897908
"atat","r100","1110","2023-07-10",-0.00107551546705571,2.04347938740578,0.00683455641626517
"atat","r100","1110","2023-07-25",-0.00218375266488313,7.34758009047558,0.00728052921040361
"atat","r100","1110","2023-08-07",0.00280978754570085,3.94344766003469,0.00798765421086415
"atat","r100","1110","2023-08-21",0.00289029443343091,4.90717232828759,0.00406497566854147
"atat","r100","1201","2022-09-02",-0.00332825231107478,0.915493419761432,-0.0061218949732901
"atat","r100","1201","2022-09-08",0.000314599868091916,2.53609519252429,0.00133052786572406
"atat","r100","1201","2022-09-15",-0.000425095252358039,4.37478461883246,-0.00229709856864279
"atat","r100","1201","2022-09-27",-0.00570960327727943,0.161700215990902,0.000372896389786568
"atat","r100","1201","2022-10-11",0.000273815479680982,1.81345805140985,-0.0033662573194772
"atat","r100","1201","2022-10-27",-0.00153700765094507,0.946204989589373,0.000401175833128318
"atat","r100","1201","2023-05-16",-0.00322272942580128,1.86578921916233,0.000919150137118482
"atat","r100","1201","2023-05-31",0.00206912590092291,5.38329480084947,-0.0010702375349602
"atat","r100","1201","2023-06-14",0.00546108257941815,6.08535518725619,0.00455586496538151
"atat","r100","1201","2023-06-28",-0.00338961746038857,1.75744296587536,0.00292117653806772
"atat","r100","1201","2023-07-10",-0.000538536418877037,1.0034728605075,-0.000923205289503529
"atat","r100","1201","2023-07-24",0.000949624911186388,2.24982899546725,0.000411770129556433
"atat","r100","1201","2023-08-07",-0.00153920790007776,0.423552658556364,-0.000849285475229273
"atat","r100","1201","2023-08-21",-0.00030911914957282,0.741885958974653,-0.00101307956582677
"atat","r100","1202","2023-05-16",-0.00148443107874513,2.82111370208528,0.00248523578237627
"atat","r100","1202","2023-05-31",0.00124466103326417,5.18668033433082,0.00525805783440166
"atat","r100","1202","2023-06-14",-0.000425082087008642,2.05413311329524,0.00753213316862524
"atat","r100","1202","2023-06-27",0.00124659541383284,2.59978376884846,0.00449084062126112
"atat","r100","1202","2023-07-10",0.00182255684767721,2.57237989623727,-0.00494388823226442
"atat","r100","1202","2023-07-24",0.0010712051438865,2.83400129220977,-0.000213099645186631
"atat","r100","1202","2023-08-07",0.000750296685917485,1.07763719308461,-0.00190125316888095
"atat","r100","1202","2023-08-21",-0.00294572366063482,-3.35121525095678,0.00272752190799512
"atat","r100","1203","2023-05-16",-0.000402641375068606,1.23720713430165,0.00101967620958927
"atat","r100","1203","2023-05-31",0.00385051326612389,4.03320268452652,-0.000311230333239759
"atat","r100","1203","2023-06-14",-3.09196303522318e-05,0.798379026714002,-0.00031808191157928
"atat","r100","1203","2023-06-27",-0.00276418983067285,1.98732602205233,-0.001316280871749
"atat","r100","1203","2023-07-10",-0.00147684550562213,1.78541417923808,0.00503735328445694
"atat","r100","1203","2023-07-24",0.000711234876150951,2.18882533135454,0.000228611210191348
"atat","r100","1203","2023-08-07",-0.000403569469669592,0.884560705391104,0.00122360122509825
"atat","r100","1203","2023-08-21",0.000598120095207073,2.46135481603399,0.00163123662329206
"atat","r100","1204","2023-05-16",-0.00113278930722598,1.49311719741455,0.0001584768676818
"atat","r100","1204","2023-05-31",-0.00356901420048728,2.73369887691271,-0.00180229288529589
"atat","r100","1204","2023-06-14",0.0018609834660109,1.36352827028876,-0.00053682215365703
"atat","r100","1204","2023-06-27",-0.000115492204001071,2.32223020045002,0.000774730312553537
"atat","r100","1204","2023-07-10",-0.00288094555795918,0.212939454283918,0.00789895454666713
"atat","r100","1204","2023-07-24",-0.00296005807194516,1.11042223268051,0.00197189910745364
"atat","r100","1204","2023-08-07",0.0007965929489716,1.10318532239835,0.00104663105968458
